# Source: yfinance KRBN (scaled proxy) | Downloaded: 2026-05-06T08:34:38.533298
date,eua_co2
2021-01-11,42.07395915985108
2021-01-12,42.40966320037842
2021-01-13,41.03114128112793
2021-01-14,41.363609123229985
2021-01-15,38.922825241088866
2021-01-19,40.78787956237793
2021-01-20,40.374322986602785
2021-01-21,41.233869838714604
2021-01-22,41.81933488845825
2021-01-25,40.757063961029054
2021-01-26,40.60948076248169
2021-01-27,40.341884803771975
2021-01-28,41.3555006980896
2021-01-29,40.54460439682007
2021-02-01,39.87968215942383
2021-02-02,42.16639251708985
2021-02-03,44.12875242233277
2021-02-04,44.1936243057251
2021-02-05,44.79530620574951
2021-02-08,45.00451612472534
2021-02-09,44.86666393280029
2021-02-10,45.98569831848145
2021-02-11,44.92342739105225
2021-02-12,46.47223520278931
2021-02-16,45.52348670959473
2021-02-17,44.38824443817139
2021-02-18,44.93963975906372
2021-02-19,44.09631872177124
2021-02-22,44.568261337280276
2021-02-23,45.322389698028566
2021-02-24,45.92893037796021
2021-02-25,44.97207794189453
2021-02-26,44.112535572052
2021-03-01,44.00711708068848
2021-03-02,44.615289306640626
2021-03-03,44.161190605163576
2021-03-04,44.6639443397522
2021-03-05,45.08560485839844
2021-03-08,44.84233865737915
2021-03-09,46.13976736068726
2021-03-10,46.99606456756592
2021-03-11,47.53449716567993
2021-03-12,47.95615768432617
2021-03-15,47.56693534851075
2021-03-16,46.72360982894897
2021-03-17,48.248087882995605
2021-03-18,47.29123544692993
2021-03-19,46.9506591796875
2021-03-22,48.23187103271484
2021-03-23,46.4981785774231
2021-03-24,46.658737945556645
2021-03-25,45.29644184112549
2021-03-26,46.10733366012573
2021-03-29,46.318166160583495
2021-03-30,46.26951112747192
2021-03-31,46.528994178771974
2021-04-01,46.54521551132202
2021-04-05,46.51277732849121
2021-04-06,47.95615768432617
2021-04-07,47.599373531341556
2021-04-08,47.45340843200684
2021-04-09,47.51828479766846
2021-04-12,48.28052158355713
2021-04-13,47.87507791519165
2021-04-14,47.96913833618164
2021-04-15,48.42648668289185
2021-04-16,48.47513275146485
2021-04-19,48.215649700164796
2021-04-20,49.237374019622806
2021-04-21,50.27531070709229
2021-04-22,50.534807205200195
2021-04-23,51.199733924865725
2021-04-26,51.686270809173585
2021-04-27,51.54031019210816
2021-04-28,52.10793581008911
2021-04-29,52.02684707641602
2021-04-30,52.52959184646607
2021-05-03,53.21074886322022
2021-05-04,52.545817661285405
2021-05-05,52.91882762908936
2021-05-06,53.356709480285645
2021-05-07,55.02714366912842
2021-05-10,55.740725421905516
2021-05-11,56.58405990600586
2021-05-12,57.8003909111023
2021-05-13,57.411168575286865
2021-05-14,59.908711433410645
2021-05-17,59.03295221328736
2021-05-18,56.827330589294434
2021-05-19,53.518886947631835
2021-05-20,56.48675880432129
2021-05-21,55.3839412689209
2021-05-24,56.27592182159424
2021-05-25,57.07059230804444
2021-05-26,56.68136548995972
2021-05-27,55.44880418777466
2021-05-28,55.78938941955567
2021-06-01,55.821814155578615
2021-06-02,55.610986137390135
2021-06-03,54.49195623397827
2021-06-04,54.57304496765137
2021-06-07,56.3732274055481
2021-06-08,56.567838573455816
2021-06-09,57.50847864151001
2021-06-10,57.11924285888672
2021-06-11,56.600272274017335
2021-06-14,56.87598114013672
2021-06-15,56.19482860565186
2021-06-16,55.35150308609009
2021-06-17,54.49195623397827
2021-06-18,55.659632205963135
2021-06-21,56.29213418960571
2021-06-22,57.49226627349854
2021-06-23,58.44911422729493
2021-06-24,58.7410309791565
2021-06-25,58.7410309791565
2021-06-28,58.9842926979065
2021-06-29,59.016735363006596
2021-06-30,59.98980464935303
2021-07-01,61.07640981674194
2021-07-02,61.04396715164185
2021-07-06,56.95706539154053
2021-07-07,57.816621208190924
2021-07-08,57.55712471008301
2021-07-09,58.595070362091064
2021-07-12,56.55161724090576
2021-07-13,57.39495172500611
2021-07-14,57.411168575286865
2021-07-15,57.60578422546387
2021-07-16,57.76795721054077
2021-07-19,56.64893627166748
2021-07-20,55.95156240463257
2021-07-21,56.45431613922119
2021-07-22,54.91361675262451
2021-07-23,55.659632205963135
2021-07-26,57.49226627349854
2021-07-27,57.216552925109866
2021-07-28,57.97878522872925
2021-07-29,58.35179967880249
2021-07-30,57.54090337753296
2021-08-02,58.611282730102545
2021-08-03,58.805898380279544
2021-08-04,59.584356498718265
2021-08-05,60.233070850372314
2021-08-06,60.41146965026856
2021-08-09,60.362814617156985
2021-08-10,60.62230663299561
2021-08-11,61.546716403961184
2021-08-12,59.98980464935303
2021-08-13,59.454612731933594
2021-08-16,62.000815105438235
2021-08-17,60.7520414352417
2021-08-18,60.46012020111084
2021-08-19,57.865267276763916
2021-08-20,58.01122789382935
2021-08-23,58.8870005607605
2021-08-24,60.08711023330689
2021-08-25,60.168194484710696
2021-08-26,60.9953031539917
2021-08-27,63.84965257644654
2021-08-30,64.74163312911988
2021-08-31,64.6118893623352
2021-09-01,64.12536144256592
2021-09-02,65.13087339401245
2021-09-03,65.69848556518555
2021-09-07,66.00662364959717
2021-09-08,66.20123929977417
2021-09-09,65.84444169998169
2021-09-10,64.75784997940063
2021-09-13,64.79028367996216
2021-09-14,63.73613014221192
2021-09-15,64.31997261047364
2021-09-16,63.995613193511964
2021-09-17,64.2064546585083
2021-09-20,64.67676124572755
2021-09-21,64.43349056243896
2021-09-22,64.75784997940063
2021-09-23,64.7740668296814
2021-09-24,67.75814657211303
2021-09-27,68.79608325958252
