"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"04/11/2022,""178.33"",""178.33"",""178.33"",""178.33"","""",""1.52%"""
"04/08/2022,""175.66"",""175.66"",""175.66"",""175.66"","""",""-0.82%"""
"04/07/2022,""177.11"",""177.11"",""177.11"",""177.11"","""",""-2.34%"""
"04/06/2022,""181.35"",""181.35"",""181.35"",""181.35"","""",""-0.05%"""
"04/05/2022,""181.44"",""181.44"",""181.44"",""181.44"","""",""-1.42%"""
"04/04/2022,""184.06"",""184.06"",""184.06"",""184.06"","""",""-12.76%"""
"04/01/2022,""210.97"",""210.97"",""210.97"",""210.97"","""",""-9.49%"""
"03/31/2022,""233.09"",""233.09"",""233.09"",""233.09"","""",""-7.51%"""
"03/30/2022,""252.01"",""252.01"",""252.01"",""252.01"","""",""-0.16%"""
"03/29/2022,""252.42"",""252.42"",""252.42"",""252.42"","""",""-0.15%"""
"03/28/2022,""252.81"",""252.81"",""252.81"",""252.81"","""",""0.17%"""
"03/25/2022,""252.38"",""252.38"",""252.38"",""252.38"","""",""-1.49%"""
"03/24/2022,""256.19"",""256.19"",""256.19"",""256.19"","""",""1.64%"""
"03/23/2022,""252.06"",""252.06"",""252.06"",""252.06"","""",""1.62%"""
"03/22/2022,""248.03"",""248.03"",""248.03"",""248.03"","""",""-0.18%"""
"03/21/2022,""248.47"",""248.47"",""248.47"",""248.47"","""",""-0.04%"""
"03/18/2022,""248.57"",""248.57"",""248.57"",""248.57"","""",""0.01%"""
"03/17/2022,""248.55"",""248.55"",""248.55"",""248.55"","""",""-0.05%"""
"03/16/2022,""248.67"",""248.67"",""248.67"",""248.67"","""",""-3.71%"""
"03/15/2022,""258.25"",""258.25"",""258.25"",""258.25"","""",""0.85%"""
"03/14/2022,""256.07"",""256.07"",""256.07"",""256.07"","""",""-6.72%"""
"03/11/2022,""274.53"",""274.53"",""274.53"",""274.53"","""",""-6.80%"""
"03/10/2022,""294.56"",""294.56"",""294.56"",""294.56"","""",""-7.57%"""
"03/09/2022,""318.68"",""318.68"",""318.68"",""318.68"","""",""-17.68%"""
"03/08/2022,""387.10"",""387.10"",""387.10"",""387.10"","""",""-6.09%"""
"03/07/2022,""412.19"",""412.19"",""412.19"",""412.19"","""",""8.23%"""
"03/04/2022,""380.85"",""380.85"",""380.85"",""380.85"","""",""22.12%"""
"03/03/2022,""311.87"",""311.87"",""311.87"",""311.87"","""",""6.01%"""
"03/02/2022,""294.18"",""294.18"",""294.18"",""294.18"","""",""28.52%"""
"03/01/2022,""228.89"",""228.89"",""228.89"",""228.89"","""",""4.31%"""
"02/28/2022,""219.43"",""219.43"",""219.43"",""219.43"","""",""72.06%"""
"02/25/2022,""127.53"",""127.53"",""127.53"",""127.53"","""",""-2.41%"""
"02/24/2022,""130.68"",""130.68"",""130.68"",""130.68"","""",""3.37%"""
"02/23/2022,""126.42"",""126.42"",""126.42"",""126.42"","""",""0.29%"""
"02/22/2022,""126.06"",""126.06"",""126.06"",""126.06"","""",""4.07%"""
"02/18/2022,""121.13"",""121.13"",""121.13"",""121.13"","""",""-0.45%"""
"02/17/2022,""121.68"",""121.68"",""121.68"",""121.68"","""",""0.98%"""
"02/16/2022,""120.50"",""120.50"",""120.50"",""120.50"","""",""-2.99%"""
"02/15/2022,""124.22"",""124.22"",""124.22"",""124.22"","""",""-1.00%"""
"02/14/2022,""125.48"",""125.48"",""125.48"",""125.48"","""",""-3.58%"""
"02/11/2022,""130.14"",""130.14"",""130.14"",""130.14"","""",""-4.72%"""
"02/10/2022,""136.58"",""136.58"",""136.58"",""136.58"","""",""-1.95%"""
"02/09/2022,""139.29"",""139.29"",""139.29"",""139.29"","""",""-0.99%"""
"02/08/2022,""140.68"",""140.68"",""140.68"",""140.68"","""",""-2.27%"""
"02/07/2022,""143.95"",""143.95"",""143.95"",""143.95"","""",""-11.55%"""
"02/04/2022,""162.74"",""162.74"",""162.74"",""162.74"","""",""-0.32%"""
"02/03/2022,""163.27"",""163.27"",""163.27"",""163.27"","""",""-5.31%"""
"02/02/2022,""172.43"",""172.43"",""172.43"",""172.43"","""",""4.46%"""
"02/01/2022,""165.07"",""165.07"",""165.07"",""165.07"","""",""-8.40%"""
"01/31/2022,""180.20"",""180.20"",""180.20"",""180.20"","""",""7.20%"""
"01/28/2022,""168.10"",""168.10"",""168.10"",""168.10"","""",""-0.38%"""
"01/27/2022,""168.74"",""168.74"",""168.74"",""168.74"","""",""1.30%"""
"01/26/2022,""166.58"",""166.58"",""166.58"",""166.58"","""",""-0.01%"""
"01/25/2022,""166.59"",""166.59"",""166.59"",""166.59"","""",""-0.96%"""
"01/24/2022,""168.21"",""168.21"",""168.21"",""168.21"","""",""-0.02%"""
"01/21/2022,""168.24"",""168.24"",""168.24"",""168.24"","""",""1.47%"""
"01/20/2022,""165.81"",""165.81"",""165.81"",""165.81"","""",""-3.68%"""
"01/19/2022,""172.15"",""172.15"",""172.15"",""172.15"","""",""0.40%"""
"01/18/2022,""171.46"",""171.46"",""171.46"",""171.46"","""",""-0.99%"""
"01/14/2022,""173.18"",""173.18"",""173.18"",""173.18"","""",""1.25%"""
"01/13/2022,""171.04"",""171.04"",""171.04"",""171.04"","""",""-0.30%"""
"01/12/2022,""171.55"",""171.55"",""171.55"",""171.55"","""",""-3.28%"""
"01/11/2022,""177.36"",""177.36"",""177.36"",""177.36"","""",""-3.30%"""
"01/10/2022,""183.42"",""183.42"",""183.42"",""183.42"","""",""-4.70%"""
"01/07/2022,""192.46"",""192.46"",""192.46"",""192.46"","""",""-1.69%"""
"01/06/2022,""195.76"",""195.76"",""195.76"",""195.76"","""",""2.78%"""
"01/05/2022,""190.46"",""190.46"",""190.46"",""190.46"","""",""-2.30%"""
"01/04/2022,""194.95"",""194.95"",""194.95"",""194.95"","""",""3.73%"""
"01/03/2022,""187.94"",""187.94"",""187.94"",""187.94"","""",""-15.13%"""
"12/31/2021,""221.44"",""221.44"",""221.44"",""221.44"","""",""0.17%"""
"12/30/2021,""221.06"",""221.06"",""221.06"",""221.06"","""",""-0.50%"""
"12/29/2021,""222.16"",""222.16"",""222.16"",""222.16"","""",""-0.35%"""
"12/28/2021,""222.94"",""222.94"",""222.94"",""222.94"","""",""-0.33%"""
"12/27/2021,""223.67"",""223.67"",""223.67"",""223.67"","""",""-8.44%"""
"12/23/2021,""244.30"",""244.30"",""244.30"",""244.30"","""",""-3.14%"""
"12/22/2021,""252.22"",""252.22"",""252.22"",""252.22"","""",""-0.60%"""
"12/21/2021,""253.74"",""253.74"",""253.74"",""253.74"","""",""6.52%"""
"12/20/2021,""238.20"",""238.20"",""238.20"",""238.20"","""",""-3.85%"""
"12/17/2021,""247.75"",""247.75"",""247.75"",""247.75"","""",""-5.83%"""
"12/16/2021,""263.08"",""263.08"",""263.08"",""263.08"","""",""7.77%"""
"12/15/2021,""244.11"",""244.11"",""244.11"",""244.11"","""",""1.30%"""
"12/14/2021,""240.98"",""240.98"",""240.98"",""240.98"","""",""-0.47%"""
"12/13/2021,""242.12"",""242.12"",""242.12"",""242.12"","""",""10.08%"""
"12/10/2021,""219.94"",""219.94"",""219.94"",""219.94"","""",""-1.02%"""
"12/09/2021,""222.20"",""222.20"",""222.20"",""222.20"","""",""-3.86%"""
"12/08/2021,""231.13"",""231.13"",""231.13"",""231.13"","""",""9.42%"""
"12/07/2021,""211.24"",""211.24"",""211.24"",""211.24"","""",""1.85%"""
"12/06/2021,""207.40"",""207.40"",""207.40"",""207.40"","""",""-3.85%"""
"12/03/2021,""215.70"",""215.70"",""215.70"",""215.70"","""",""1.08%"""
"12/02/2021,""213.40"",""213.40"",""213.40"",""213.40"","""",""-2.08%"""
"12/01/2021,""217.93"",""217.93"",""217.93"",""217.93"","""",""-2.27%"""
"11/30/2021,""223.00"",""223.00"",""223.00"",""223.00"","""",""26.60%"""
"11/29/2021,""176.15"",""176.15"",""176.15"",""176.15"","""",""-0.89%"""
"11/26/2021,""177.73"",""177.73"",""177.73"",""177.73"","""",""-1.29%"""
"11/24/2021,""180.05"",""180.05"",""180.05"",""180.05"","""",""3.52%"""
"11/23/2021,""173.92"",""173.92"",""173.92"",""173.92"","""",""-0.89%"""
"11/22/2021,""175.49"",""175.49"",""175.49"",""175.49"","""",""0.57%"""
"11/19/2021,""174.49"",""174.49"",""174.49"",""174.49"","""",""-1.37%"""
"11/18/2021,""176.91"",""176.91"",""176.91"",""176.91"","""",""-2.94%"""
"11/17/2021,""182.26"",""182.26"",""182.26"",""182.26"","""",""6.10%"""
"11/16/2021,""171.78"",""171.78"",""171.78"",""171.78"","""",""5.33%"""
"11/15/2021,""163.09"",""163.09"",""163.09"",""163.09"","""",""5.04%"""
"11/12/2021,""155.26"",""155.26"",""155.26"",""155.26"","""",""2.50%"""
"11/11/2021,""151.48"",""151.48"",""151.48"",""151.48"","""",""2.16%"""
"11/10/2021,""148.27"",""148.27"",""148.27"",""148.27"","""",""-2.64%"""
"11/09/2021,""152.29"",""152.29"",""152.29"",""152.29"","""",""-0.48%"""
"11/08/2021,""153.03"",""153.03"",""153.03"",""153.03"","""",""-3.95%"""
"11/05/2021,""159.32"",""159.32"",""159.32"",""159.32"","""",""-0.19%"""
"11/04/2021,""159.62"",""159.62"",""159.62"",""159.62"","""",""4.19%"""
"11/03/2021,""153.20"",""153.20"",""153.20"",""153.20"","""",""-0.13%"""
"11/02/2021,""153.40"",""153.40"",""153.40"",""153.40"","""",""1.59%"""
"11/01/2021,""151.00"",""151.00"",""151.00"",""151.00"","""",""-0.17%"""
"10/29/2021,""151.25"",""151.25"",""151.25"",""151.25"","""",""7.83%"""
"10/28/2021,""140.27"",""140.27"",""140.27"",""140.27"","""",""-0.87%"""
"10/27/2021,""141.50"",""141.50"",""141.50"",""141.50"","""",""-0.79%"""
"10/26/2021,""142.63"",""142.63"",""142.63"",""142.63"","""",""-0.40%"""
"10/25/2021,""143.20"",""143.20"",""143.20"",""143.20"","""",""-6.53%"""
"10/22/2021,""153.20"",""153.20"",""153.20"",""153.20"","""",""5.04%"""
"10/21/2021,""145.85"",""145.85"",""145.85"",""145.85"","""",""1.53%"""
"10/20/2021,""143.65"",""143.65"",""143.65"",""143.65"","""",""3.69%"""
"10/19/2021,""138.54"",""138.54"",""138.54"",""138.54"","""",""-0.76%"""
"10/18/2021,""139.60"",""139.60"",""139.60"",""139.60"","""",""-8.80%"""
"10/15/2021,""153.07"",""153.07"",""153.07"",""153.07"","""",""2.37%"""
"10/14/2021,""149.53"",""149.53"",""149.53"",""149.53"","""",""-2.41%"""
"10/13/2021,""153.23"",""153.23"",""153.23"",""153.23"","""",""4.52%"""
"10/12/2021,""146.60"",""146.60"",""146.60"",""146.60"","""",""-1.00%"""
"10/11/2021,""148.08"",""148.08"",""148.08"",""148.08"","""",""-8.66%"""
"10/08/2021,""162.12"",""162.12"",""162.12"",""162.12"","""",""-8.00%"""
"10/07/2021,""176.22"",""176.22"",""176.22"",""176.22"","""",""-13.29%"""
"10/06/2021,""203.22"",""203.22"",""203.22"",""203.22"","""",""-1.58%"""
"10/05/2021,""206.49"",""206.49"",""206.49"",""206.49"","""",""12.44%"""
"10/04/2021,""183.65"",""183.65"",""183.65"",""183.65"","""",""4.41%"""
"10/01/2021,""175.89"",""175.89"",""175.89"",""175.89"","""",""9.62%"""
"09/30/2021,""160.46"",""160.46"",""160.46"",""160.46"",""0.03K"",""25.00%"""
"09/29/2021,""128.37"",""128.37"",""128.37"",""128.37"","""",""0.22%"""
"09/28/2021,""128.09"",""128.09"",""128.09"",""128.09"","""",""-0.05%"""
"09/27/2021,""128.15"",""128.15"",""128.15"",""128.15"","""",""-0.81%"""
"09/24/2021,""129.20"",""129.20"",""129.20"",""129.20"","""",""-0.74%"""
"09/23/2021,""130.16"",""130.16"",""130.16"",""130.16"","""",""0.54%"""
"09/22/2021,""129.46"",""129.46"",""129.46"",""129.46"","""",""-1.14%"""
"09/21/2021,""130.95"",""130.95"",""130.95"",""130.95"","""",""-0.72%"""
"09/20/2021,""131.90"",""131.90"",""131.90"",""131.90"","""",""2.08%"""
"09/17/2021,""129.21"",""129.21"",""129.21"",""129.21"","""",""-9.42%"""
"09/16/2021,""142.65"",""142.65"",""142.65"",""142.65"","""",""-0.28%"""
"09/15/2021,""143.05"",""143.05"",""143.05"",""143.05"","""",""5.85%"""
"09/14/2021,""135.15"",""135.15"",""135.15"",""135.15"","""",""3.73%"""
"09/13/2021,""130.29"",""130.29"",""130.29"",""130.29"","""",""5.63%"""
"09/10/2021,""123.34"",""123.34"",""123.34"",""123.34"","""",""3.02%"""
"09/09/2021,""119.73"",""119.73"",""119.73"",""119.73"","""",""1.98%"""
"09/08/2021,""117.40"",""117.40"",""117.40"",""117.40"","""",""1.56%"""
"09/07/2021,""115.60"",""115.60"",""115.60"",""115.60"","""",""5.89%"""
"09/03/2021,""109.17"",""109.17"",""109.17"",""109.17"","""",""1.35%"""
"09/02/2021,""107.72"",""107.72"",""107.72"",""107.72"","""",""5.56%"""
"09/01/2021,""102.05"",""102.05"",""102.05"",""102.05"","""",""2.59%"""
"08/31/2021,""99.47"",""99.47"",""99.47"",""99.47"","""",""20.28%"""
"08/30/2021,""82.70"",""82.70"",""82.70"",""82.70"","""",""1.16%"""
"08/27/2021,""81.75"",""81.75"",""81.75"",""81.75"","""",""0.55%"""
"08/26/2021,""81.30"",""81.30"",""81.30"",""81.30"","""",""-0.50%"""
"08/25/2021,""81.71"",""81.71"",""81.71"",""81.71"","""",""0.89%"""
"08/24/2021,""80.99"",""80.99"",""80.99"",""80.99"","""",""0.52%"""
"08/23/2021,""80.57"",""80.57"",""80.57"",""80.57"","""",""-1.20%"""
"08/20/2021,""81.55"",""81.55"",""81.55"",""81.55"","""",""-0.17%"""
"08/19/2021,""81.69"",""81.69"",""81.69"",""81.69"","""",""-2.70%"""
"08/18/2021,""83.96"",""83.96"",""83.96"",""83.96"","""",""-0.10%"""
"08/17/2021,""84.04"",""84.04"",""84.04"",""84.04"","""",""-0.54%"""
"08/16/2021,""84.50"",""84.50"",""84.50"",""84.50"","""",""0.52%"""
"08/13/2021,""84.06"",""84.06"",""84.06"",""84.06"","""",""-0.10%"""
"08/12/2021,""84.14"",""84.14"",""84.14"",""84.14"","""",""-0.26%"""
"08/11/2021,""84.36"",""84.36"",""84.36"",""84.36"","""",""0.54%"""
"08/10/2021,""83.91"",""83.91"",""83.91"",""83.91"","""",""0.82%"""
"08/09/2021,""83.23"",""83.23"",""83.23"",""83.23"","""",""-1.90%"""
"08/06/2021,""84.84"",""84.84"",""84.84"",""84.84"","""",""1.63%"""
"08/05/2021,""83.48"",""83.48"",""83.48"",""83.48"","""",""-1.16%"""
"08/04/2021,""84.46"",""84.46"",""84.46"",""84.46"","""",""-0.42%"""
"08/03/2021,""84.82"",""84.82"",""84.82"",""84.82"","""",""0.84%"""
"08/02/2021,""84.11"",""84.11"",""84.11"",""84.11"","""",""3.37%"""
"07/30/2021,""81.37"",""81.37"",""81.37"",""81.37"","""",""-0.63%"""
"07/29/2021,""81.89"",""81.89"",""81.89"",""81.89"","""",""-0.90%"""
"07/28/2021,""82.63"",""82.63"",""82.63"",""82.63"","""",""0.25%"""
"07/27/2021,""82.42"",""82.42"",""82.42"",""82.42"","""",""0.34%"""
"07/26/2021,""82.14"",""82.14"",""82.14"",""82.14"","""",""-2.35%"""
"07/23/2021,""84.12"",""84.12"",""84.12"",""84.12"","""",""-0.32%"""
"07/22/2021,""84.39"",""84.39"",""84.39"",""84.39"","""",""-0.62%"""
"07/21/2021,""84.92"",""84.92"",""84.92"",""84.92"","""",""-0.27%"""
"07/20/2021,""85.15"",""85.15"",""85.15"",""85.15"","""",""-1.58%"""
"07/19/2021,""86.52"",""86.52"",""86.52"",""86.52"","""",""1.47%"""
"07/16/2021,""85.27"",""85.27"",""85.27"",""85.27"","""",""0.89%"""
"07/15/2021,""84.52"",""84.52"",""84.52"",""84.52"","""",""-0.65%"""
"07/14/2021,""85.07"",""85.07"",""85.07"",""85.07"","""",""-0.11%"""
"07/13/2021,""85.16"",""85.16"",""85.16"",""85.16"","""",""-0.88%"""
"07/12/2021,""85.92"",""85.92"",""85.92"",""85.92"","""",""1.55%"""
"07/09/2021,""84.61"",""84.61"",""84.61"",""84.61"","""",""0.04%"""
"07/08/2021,""84.58"",""84.58"",""84.58"",""84.58"","""",""-1.81%"""
"07/07/2021,""86.14"",""86.14"",""86.14"",""86.14"","""",""-0.53%"""
"07/06/2021,""86.60"",""86.60"",""86.60"",""86.60"","""",""-2.10%"""
"07/02/2021,""88.46"",""88.46"",""88.46"",""88.46"","""",""-0.44%"""
"07/01/2021,""88.85"",""88.85"",""88.85"",""88.85"","""",""4.33%"""
"06/30/2021,""85.16"",""85.16"",""85.16"",""85.16"","""",""14.96%"""
"06/29/2021,""74.08"",""74.08"",""74.08"",""74.08"","""",""0.12%"""
"06/28/2021,""73.99"",""73.99"",""73.99"",""73.99"","""",""-0.36%"""
"06/25/2021,""74.26"",""74.26"",""74.26"",""74.26"","""",""0.35%"""
"06/24/2021,""74.00"",""74.00"",""74.00"",""74.00"","""",""0.64%"""
"06/23/2021,""73.53"",""73.53"",""73.53"",""73.53"","""",""0.41%"""
"06/22/2021,""73.23"",""73.23"",""73.23"",""73.23"","""",""1.68%"""
"06/21/2021,""72.02"",""72.02"",""72.02"",""72.02"","""",""1.72%"""
"06/18/2021,""70.80"",""70.80"",""70.80"",""70.80"","""",""2.83%"""
"06/17/2021,""68.85"",""68.85"",""68.85"",""68.85"","""",""-0.78%"""
"06/16/2021,""69.39"",""69.39"",""69.39"",""69.39"","""",""1.08%"""
"06/15/2021,""68.65"",""68.65"",""68.65"",""68.65"","""",""-1.32%"""
"06/14/2021,""69.57"",""69.57"",""69.57"",""69.57"","""",""2.16%"""
"06/11/2021,""68.10"",""68.10"",""68.10"",""68.10"","""",""-1.63%"""
"06/10/2021,""69.23"",""69.23"",""69.23"",""69.23"","""",""1.63%"""
"06/09/2021,""68.12"",""68.12"",""68.12"",""68.12"","""",""-0.19%"""
"06/08/2021,""68.25"",""68.25"",""68.25"",""68.25"","""",""1.52%"""
"06/07/2021,""67.23"",""67.23"",""67.23"",""67.23"","""",""4.10%"""
"06/04/2021,""64.58"",""64.58"",""64.58"",""64.58"","""",""-0.57%"""
"06/03/2021,""64.95"",""64.95"",""64.95"",""64.95"","""",""-0.15%"""
"06/02/2021,""65.05"",""65.05"",""65.05"",""65.05"","""",""-1.35%"""
"06/01/2021,""65.94"",""65.94"",""65.94"",""65.94"","""",""1.59%"""
"05/28/2021,""64.91"",""64.91"",""64.91"",""64.91"","""",""20.16%"""
"05/27/2021,""54.02"",""54.02"",""54.02"",""54.02"","""",""-0.68%"""
"05/26/2021,""54.39"",""54.39"",""54.39"",""54.39"","""",""1.13%"""
"05/25/2021,""53.78"",""53.78"",""53.78"",""53.78"","""",""0.79%"""
"05/24/2021,""53.36"",""53.36"",""53.36"",""53.36"","""",""0.87%"""
"05/21/2021,""52.90"",""52.90"",""52.90"",""52.90"","""",""0.46%"""
"05/20/2021,""52.66"",""52.66"",""52.66"",""52.66"","""",""-1.03%"""
"05/19/2021,""53.21"",""53.21"",""53.21"",""53.21"","""",""-6.29%"""
"05/18/2021,""56.78"",""56.78"",""56.78"",""56.78"","""",""0.00%"""
"05/17/2021,""56.78"",""56.78"",""56.78"",""56.78"","""",""-0.56%"""
"05/14/2021,""57.10"",""57.10"",""57.10"",""57.10"","""",""-0.47%"""
"05/13/2021,""57.37"",""57.37"",""57.37"",""57.37"","""",""0.23%"""
"05/12/2021,""57.24"",""57.24"",""57.24"",""57.24"","""",""4.05%"""
"05/11/2021,""55.01"",""55.01"",""55.01"",""55.01"","""",""-1.10%"""
"05/10/2021,""55.62"",""55.62"",""55.62"",""55.62"","""",""1.02%"""
"05/07/2021,""55.06"",""55.06"",""55.06"",""55.06"","""",""-1.54%"""
"05/06/2021,""55.92"",""55.92"",""55.92"",""55.92"","""",""3.56%"""
"05/05/2021,""54.00"",""54.00"",""54.00"",""54.00"","""",""1.93%"""
"05/04/2021,""52.98"",""52.98"",""52.98"",""52.98"","""",""0.26%"""
"05/03/2021,""52.84"",""52.84"",""52.84"",""52.84"","""",""-3.28%"""
"04/30/2021,""54.63"",""54.63"",""54.63"",""54.63"","""",""1.90%"""
"04/29/2021,""53.61"",""53.61"",""53.61"",""53.61"","""",""0.13%"""
"04/28/2021,""53.54"",""53.54"",""53.54"",""53.54"","""",""-0.04%"""
"04/27/2021,""53.56"",""53.56"",""53.56"",""53.56"","""",""0.24%"""
"04/26/2021,""53.43"",""53.43"",""53.43"",""53.43"","""",""-1.84%"""
"04/23/2021,""54.43"",""54.43"",""54.43"",""54.43"","""",""-0.07%"""
"04/22/2021,""54.47"",""54.47"",""54.47"",""54.47"","""",""1.72%"""
"04/21/2021,""53.55"",""53.55"",""53.55"",""53.55"","""",""0.39%"""
"04/20/2021,""53.34"",""53.34"",""53.34"",""53.34"","""",""0.28%"""
"04/19/2021,""53.19"",""53.19"",""53.19"",""53.19"","""",""0.06%"""
"04/16/2021,""53.16"",""53.16"",""53.16"",""53.16"","""",""1.90%"""
"04/15/2021,""52.17"",""52.17"",""52.17"",""52.17"","""",""2.35%"""
"04/14/2021,""50.97"",""50.97"",""50.97"",""50.97"","""",""-0.45%"""
"04/13/2021,""51.20"",""51.20"",""51.20"",""51.20"","""",""0.57%"""
"04/12/2021,""50.91"",""50.91"",""50.91"",""50.91"","""",""3.75%"""
"04/09/2021,""49.07"",""49.07"",""49.07"",""49.07"","""",""3.72%"""
"04/08/2021,""47.31"",""47.31"",""47.31"",""47.31"","""",""0.40%"""
"04/07/2021,""47.12"",""47.12"",""47.12"",""47.12"","""",""-0.70%"""
"04/06/2021,""47.45"",""47.45"",""47.45"",""47.45"","""",""1.00%"""
"04/05/2021,""46.98"",""46.98"",""46.98"",""46.98"","""",""0.00%"""
"04/01/2021,""46.98"",""46.98"",""46.98"",""46.98"","""",""-0.45%"""
"03/31/2021,""47.19"",""47.19"",""47.19"",""47.19"","""",""0.06%"""
"03/30/2021,""47.16"",""47.16"",""47.16"",""47.16"","""",""-0.02%"""
"03/29/2021,""47.17"",""47.17"",""47.17"",""47.17"","""",""-0.15%"""
"03/26/2021,""47.24"",""47.24"",""47.24"",""47.24"","""",""0.45%"""
"03/25/2021,""47.03"",""47.03"",""47.03"",""47.03"","""",""0.66%"""
"03/24/2021,""46.72"",""46.72"",""46.72"",""46.72"","""",""-1.48%"""
"03/23/2021,""47.42"",""47.42"",""47.42"",""47.42"","""",""0.87%"""
"03/22/2021,""47.01"",""47.01"",""47.01"",""47.01"","""",""-0.55%"""
"03/19/2021,""47.27"",""47.27"",""47.27"",""47.27"","""",""-1.38%"""
"03/18/2021,""47.93"",""47.93"",""47.93"",""47.93"","""",""0.04%"""
"03/17/2021,""47.91"",""47.91"",""47.91"",""47.91"","""",""3.23%"""
"03/16/2021,""46.41"",""46.41"",""46.41"",""46.41"","""",""-1.00%"""
"03/15/2021,""46.88"",""46.88"",""46.88"",""46.88"","""",""2.16%"""
"03/12/2021,""45.89"",""45.89"",""45.89"",""45.89"","""",""1.03%"""
"03/11/2021,""45.42"",""45.42"",""45.42"",""45.42"","""",""2.16%"""
"03/10/2021,""44.46"",""44.46"",""44.46"",""44.46"","""",""3.40%"""
"03/09/2021,""43.00"",""43.00"",""43.00"",""43.00"","""",""2.45%"""
"03/08/2021,""41.97"",""41.97"",""41.97"",""41.97"","""",""-2.28%"""
"03/05/2021,""42.95"",""42.95"",""42.95"",""42.95"","""",""2.09%"""
"03/04/2021,""42.07"",""42.07"",""42.07"",""42.07"","""",""-0.02%"""
"03/03/2021,""42.08"",""42.08"",""42.08"",""42.08"","""",""-0.87%"""
"03/02/2021,""42.45"",""42.45"",""42.45"",""42.45"","""",""0.38%"""
"03/01/2021,""42.29"",""42.29"",""42.29"",""42.29"","""",""-13.25%"""
"02/26/2021,""48.75"",""48.75"",""48.75"",""48.75"","""",""0.16%"""
"02/25/2021,""48.67"",""48.67"",""48.67"",""48.67"","""",""-0.39%"""
"02/24/2021,""48.86"",""48.86"",""48.86"",""48.86"","""",""0.76%"""
"02/23/2021,""48.49"",""48.49"",""48.49"",""48.49"","""",""0.08%"""
"02/22/2021,""48.45"",""48.45"",""48.45"",""48.45"","""",""-1.64%"""
"02/19/2021,""49.26"",""49.26"",""49.26"",""49.26"","""",""-0.38%"""
"02/18/2021,""49.45"",""49.45"",""49.45"",""49.45"","""",""1.23%"""
"02/17/2021,""48.85"",""48.85"",""48.85"",""48.85"","""",""-0.57%"""
"02/16/2021,""49.13"",""49.13"",""49.13"",""49.13"","""",""-7.63%"""
"02/12/2021,""53.19"",""53.19"",""53.19"",""53.19"","""",""-1.19%"""
"02/11/2021,""53.83"",""53.83"",""53.83"",""53.83"","""",""-1.79%"""
"02/10/2021,""54.81"",""54.81"",""54.81"",""54.81"","""",""-1.26%"""
"02/09/2021,""55.51"",""55.51"",""55.51"",""55.51"","""",""-0.27%"""
"02/08/2021,""55.66"",""55.66"",""55.66"",""55.66"","""",""7.97%"""
"02/05/2021,""51.55"",""51.55"",""51.55"",""51.55"","""",""4.82%"""
"02/04/2021,""49.18"",""49.18"",""49.18"",""49.18"","""",""1.89%"""
"02/03/2021,""48.27"",""48.27"",""48.27"",""48.27"","""",""-1.77%"""
"02/02/2021,""49.14"",""49.14"",""49.14"",""49.14"","""",""0.06%"""
"02/01/2021,""49.11"",""49.11"",""49.11"",""49.11"","""",""-6.81%"""
"01/28/2021,""52.70"",""52.70"",""52.70"",""52.70"","""",""0.17%"""
"01/27/2021,""52.61"",""52.61"",""52.61"",""52.61"","""",""-0.21%"""
"01/26/2021,""52.72"",""52.72"",""52.72"",""52.72"","""",""0.08%"""
"01/25/2021,""52.68"",""52.68"",""52.68"",""52.68"","""",""0.23%"""
"01/22/2021,""52.56"",""52.56"",""52.56"",""52.56"","""",""1.21%"""
"01/21/2021,""51.93"",""51.93"",""51.93"",""51.93"","""",""1.68%"""
"01/20/2021,""51.07"",""51.07"",""51.07"",""51.07"","""",""1.15%"""
"01/19/2021,""50.49"",""50.49"",""50.49"",""50.49"","""",""-2.32%"""
"01/15/2021,""51.69"",""51.69"",""51.69"",""51.69"","""",""-4.26%"""
"01/14/2021,""53.99"",""53.99"",""53.99"",""53.99"","""",""-2.17%"""
"01/13/2021,""55.19"",""55.19"",""55.19"",""55.19"","""",""-6.82%"""
"01/12/2021,""59.23"",""59.23"",""59.23"",""59.23"","""",""4.68%"""
"01/11/2021,""56.58"",""56.58"",""56.58"",""56.58"","""",""2.07%"""
"01/08/2021,""55.43"",""55.43"",""55.43"",""55.43"","""",""4.82%"""
"01/07/2021,""52.88"",""52.88"",""52.88"",""52.88"","""",""5.91%"""
"01/06/2021,""49.93"",""49.93"",""49.93"",""49.93"","""",""1.18%"""
"01/05/2021,""49.35"",""49.35"",""49.35"",""49.35"","""",""-6.85%"""
"01/04/2021,""52.98"",""52.98"",""52.98"",""52.98"","""",""-3.02%"""
"12/31/2020,""54.63"",""54.63"",""54.63"",""54.63"","""",""25.53%"""
"12/30/2020,""43.52"",""43.52"",""43.52"",""43.52"","""",""0.28%"""
"12/29/2020,""43.40"",""43.40"",""43.40"",""43.40"","""",""0.74%"""
"12/28/2020,""43.08"",""43.08"",""43.08"",""43.08"","""",""-1.26%"""
"12/24/2020,""43.63"",""43.63"",""43.63"",""43.63"","""",""0.00%"""
"12/23/2020,""43.63"",""43.63"",""43.63"",""43.63"","""",""0.55%"""
"12/22/2020,""43.39"",""43.39"",""43.39"",""43.39"","""",""-0.44%"""
"12/21/2020,""43.58"",""43.58"",""43.58"",""43.58"","""",""1.47%"""
